,Content ID,Reaction Type,Datetime,content Type,Category,Sentiment,Score
16119,,want,05-08-2020 01:42,#N/A,#N/A,positive,70
16120,,want,11-11-2020 15:23,#N/A,#N/A,positive,70
16121,,indifferent,28-02-2021 05:15,#N/A,#N/A,neutral,20
16122,,intrigued,02-04-2021 18:38,#N/A,#N/A,positive,45
16123,,heart,15-12-2020 14:51,#N/A,#N/A,positive,60
16124,,dislike,15-09-2020 12:15,#N/A,#N/A,negative,10
16125,,cherish,18-03-2021 18:45,#N/A,#N/A,positive,70
16126,,interested,22-04-2021 22:34,#N/A,#N/A,positive,30
16127,,want,25-11-2020 20:44,#N/A,#N/A,positive,70
16128,,love,07-05-2021 12:33,#N/A,#N/A,positive,65
16129,,peeking,10-12-2020 03:26,#N/A,#N/A,neutral,35
16130,,worried,16-03-2021 03:06,#N/A,#N/A,negative,12
16131,,dislike,19-04-2021 09:55,#N/A,#N/A,negative,10
16132,,adore,02-04-2021 23:50,#N/A,#N/A,positive,72
16133,,dislike,15-06-2021 07:34,#N/A,#N/A,negative,10
16134,,intrigued,08-10-2020 10:07,#N/A,#N/A,positive,45
16135,,cherish,17-03-2021 18:50,#N/A,#N/A,positive,70
16136,,want,15-04-2021 13:55,#N/A,#N/A,positive,70
16137,,disgust,29-06-2020 05:00,#N/A,#N/A,negative,0
16138,,want,16-12-2020 14:06,#N/A,#N/A,positive,70
16139,,worried,09-05-2021 17:20,#N/A,#N/A,negative,12
16140,,indifferent,23-03-2021 15:27,#N/A,#N/A,neutral,20
16141,,worried,10-11-2020 10:10,#N/A,#N/A,negative,12
16142,,hate,23-10-2020 03:34,#N/A,#N/A,negative,5
16143,,interested,21-10-2020 12:01,#N/A,#N/A,positive,30
16144,,indifferent,04-07-2020 03:30,#N/A,#N/A,neutral,20
16145,,peeking,03-11-2020 22:22,#N/A,#N/A,neutral,35
16146,,indifferent,12-05-2021 23:10,#N/A,#N/A,neutral,20
16147,,love,08-05-2021 07:22,#N/A,#N/A,positive,65
16148,,super love,02-04-2021 06:09,#N/A,#N/A,positive,75
16149,,worried,24-02-2021 10:02,#N/A,#N/A,negative,12
16150,,hate,19-11-2020 14:01,#N/A,#N/A,negative,5
16151,,indifferent,28-12-2020 20:19,#N/A,#N/A,neutral,20
16152,,interested,19-05-2021 06:26,#N/A,#N/A,positive,30
16154,,heart,07-11-2020 08:22,#N/A,#N/A,positive,60
16155,,want,27-09-2020 09:35,#N/A,#N/A,positive,70
16156,,peeking,11-04-2021 03:38,#N/A,#N/A,neutral,35
16157,,worried,24-04-2021 19:26,#N/A,#N/A,negative,12
16158,,worried,03-10-2020 22:06,#N/A,#N/A,negative,12
16159,,cherish,23-09-2020 03:35,#N/A,#N/A,positive,70
16160,,adore,24-07-2020 09:05,#N/A,#N/A,positive,72
16161,,adore,30-05-2021 02:05,#N/A,#N/A,positive,72
16162,,intrigued,10-04-2021 17:43,#N/A,#N/A,positive,45
16163,,dislike,27-03-2021 14:41,#N/A,#N/A,negative,10
16164,,heart,03-08-2020 02:40,#N/A,#N/A,positive,60
16165,,like,12-07-2020 22:27,#N/A,#N/A,positive,50
16166,,adore,09-06-2021 06:23,#N/A,#N/A,positive,72
16167,,worried,11-07-2020 19:29,#N/A,#N/A,negative,12
16169,,cherish,02-10-2020 00:55,#N/A,#N/A,positive,70
16170,,peeking,28-09-2020 08:35,#N/A,#N/A,neutral,35
16171,,adore,27-11-2020 12:34,#N/A,#N/A,positive,72
16172,,cherish,22-04-2021 18:24,#N/A,#N/A,positive,70
16173,,hate,20-12-2020 01:49,#N/A,#N/A,negative,5
16175,,cherish,23-06-2020 14:00,#N/A,#N/A,positive,70
16176,,intrigued,13-01-2021 08:51,#N/A,#N/A,positive,45
16177,,love,29-10-2020 15:18,#N/A,#N/A,positive,65
16178,,cherish,07-12-2020 19:04,#N/A,#N/A,positive,70
16179,,interested,26-11-2020 18:30,#N/A,#N/A,positive,30
16180,,want,15-09-2020 08:34,#N/A,#N/A,positive,70
16181,,cherish,23-11-2020 18:39,#N/A,#N/A,positive,70
16182,,scared,08-12-2020 08:30,#N/A,#N/A,negative,15
16183,,indifferent,04-09-2020 20:20,#N/A,#N/A,neutral,20
16184,,hate,04-12-2020 07:41,#N/A,#N/A,negative,5
16185,,disgust,25-02-2021 15:49,#N/A,#N/A,negative,0
16186,,scared,24-01-2021 17:22,#N/A,#N/A,negative,15
16187,,interested,31-05-2021 19:32,#N/A,#N/A,positive,30
16188,,disgust,31-03-2021 05:40,#N/A,#N/A,negative,0
16189,,indifferent,07-03-2021 16:21,#N/A,#N/A,neutral,20
16190,,intrigued,15-01-2021 13:29,#N/A,#N/A,positive,45
16191,,dislike,16-05-2021 07:34,#N/A,#N/A,negative,10
16192,,hate,08-04-2021 21:03,#N/A,#N/A,negative,5
16193,,super love,26-04-2021 02:59,#N/A,#N/A,positive,75
16194,,super love,04-02-2021 22:08,#N/A,#N/A,positive,75
16195,,like,10-09-2020 18:11,#N/A,#N/A,positive,50
16196,,cherish,16-01-2021 23:10,#N/A,#N/A,positive,70
16197,,super love,26-12-2020 17:29,#N/A,#N/A,positive,75
16198,,scared,07-06-2021 16:38,#N/A,#N/A,negative,15
16199,,want,20-02-2021 11:16,#N/A,#N/A,positive,70
16200,,super love,19-05-2021 01:21,#N/A,#N/A,positive,75
16201,,intrigued,24-12-2020 22:14,#N/A,#N/A,positive,45
16202,,like,01-05-2021 03:48,#N/A,#N/A,positive,50
16203,,scared,10-11-2020 06:02,#N/A,#N/A,negative,15
16204,,want,20-11-2020 04:07,#N/A,#N/A,positive,70
16205,,like,22-12-2020 17:33,#N/A,#N/A,positive,50
16206,,peeking,29-10-2020 17:04,#N/A,#N/A,neutral,35
16207,,indifferent,19-06-2020 04:40,#N/A,#N/A,neutral,20
16209,,indifferent,08-09-2020 06:35,#N/A,#N/A,neutral,20
16210,,hate,04-09-2020 22:43,#N/A,#N/A,negative,5
16211,,adore,09-12-2020 10:56,#N/A,#N/A,positive,72
16212,,dislike,13-01-2021 17:57,#N/A,#N/A,negative,10
16213,,worried,01-02-2021 01:00,#N/A,#N/A,negative,12
16214,,dislike,26-02-2021 19:03,#N/A,#N/A,negative,10
16215,,love,01-05-2021 10:22,#N/A,#N/A,positive,65
16216,,hate,23-10-2020 18:00,#N/A,#N/A,negative,5
16218,,intrigued,20-11-2020 16:03,#N/A,#N/A,positive,45
16219,,scared,28-08-2020 19:31,#N/A,#N/A,negative,15
16220,,want,25-12-2020 02:21,#N/A,#N/A,positive,70
16221,,want,10-08-2020 11:09,#N/A,#N/A,positive,70
16222,,super love,14-04-2021 16:37,#N/A,#N/A,positive,75
16223,,scared,16-09-2020 08:23,#N/A,#N/A,negative,15
16224,,like,22-04-2021 08:30,#N/A,#N/A,positive,50
16225,,worried,19-11-2020 10:38,#N/A,#N/A,negative,12
16226,,super love,20-01-2021 18:53,#N/A,#N/A,positive,75
16227,,indifferent,22-08-2020 01:51,#N/A,#N/A,neutral,20
16228,,heart,04-08-2020 12:39,#N/A,#N/A,positive,60
16229,,indifferent,04-07-2020 16:06,#N/A,#N/A,neutral,20
16230,,heart,16-08-2020 12:26,#N/A,#N/A,positive,60
16231,,want,02-11-2020 07:16,#N/A,#N/A,positive,70
16232,,like,05-11-2020 02:37,#N/A,#N/A,positive,50
16233,,worried,05-10-2020 08:17,#N/A,#N/A,negative,12
16234,,super love,11-12-2020 05:21,#N/A,#N/A,positive,75
16235,,super love,14-03-2021 10:51,#N/A,#N/A,positive,75
16236,,dislike,08-09-2020 16:22,#N/A,#N/A,negative,10
16237,,intrigued,25-06-2020 07:55,#N/A,#N/A,positive,45
16238,,heart,08-11-2020 05:25,#N/A,#N/A,positive,60
16239,,worried,10-03-2021 00:20,#N/A,#N/A,negative,12
16240,,peeking,01-04-2021 04:53,#N/A,#N/A,neutral,35
16241,,disgust,05-11-2020 08:41,#N/A,#N/A,negative,0
16242,,heart,27-02-2021 12:32,#N/A,#N/A,positive,60
16243,,interested,15-06-2021 06:39,#N/A,#N/A,positive,30
16244,,love,02-07-2020 00:18,#N/A,#N/A,positive,65
16245,,adore,15-05-2021 00:35,#N/A,#N/A,positive,72
16247,,indifferent,27-12-2020 11:26,#N/A,#N/A,neutral,20
16248,,intrigued,20-04-2021 02:05,#N/A,#N/A,positive,45
16249,,adore,30-10-2020 07:13,#N/A,#N/A,positive,72
16250,,dislike,27-04-2021 19:52,#N/A,#N/A,negative,10
16251,,adore,02-01-2021 23:59,#N/A,#N/A,positive,72
16252,,disgust,12-01-2021 22:03,#N/A,#N/A,negative,0
16253,,like,13-11-2020 16:52,#N/A,#N/A,positive,50
16254,,dislike,23-06-2020 17:32,#N/A,#N/A,negative,10
16255,,scared,14-01-2021 09:48,#N/A,#N/A,negative,15
16256,,want,26-02-2021 04:58,#N/A,#N/A,positive,70
16257,,dislike,05-08-2020 14:18,#N/A,#N/A,negative,10
16258,,heart,21-03-2021 22:33,#N/A,#N/A,positive,60
16259,,adore,19-03-2021 10:54,#N/A,#N/A,positive,72
16261,,scared,08-09-2020 02:38,#N/A,#N/A,negative,15
16262,,peeking,17-06-2021 12:05,#N/A,#N/A,neutral,35
16263,,peeking,01-10-2020 06:34,#N/A,#N/A,neutral,35
16264,,love,03-08-2020 19:47,#N/A,#N/A,positive,65
16265,,peeking,13-03-2021 10:30,#N/A,#N/A,neutral,35
16266,,heart,25-11-2020 18:44,#N/A,#N/A,positive,60
16267,,intrigued,03-10-2020 01:45,#N/A,#N/A,positive,45
16268,,love,30-07-2020 03:25,#N/A,#N/A,positive,65
16269,,peeking,12-11-2020 07:09,#N/A,#N/A,neutral,35
16270,,indifferent,19-11-2020 05:03,#N/A,#N/A,neutral,20
16271,,like,26-10-2020 18:14,#N/A,#N/A,positive,50
16272,,super love,27-03-2021 14:37,#N/A,#N/A,positive,75
16273,,scared,06-02-2021 03:00,#N/A,#N/A,negative,15
16274,,like,06-04-2021 13:50,#N/A,#N/A,positive,50
16275,,want,04-06-2021 06:49,#N/A,#N/A,positive,70
16276,,cherish,28-11-2020 19:31,#N/A,#N/A,positive,70
16277,,cherish,28-11-2020 19:50,#N/A,#N/A,positive,70
16278,,peeking,15-05-2021 17:02,#N/A,#N/A,neutral,35
16279,,adore,27-04-2021 13:36,#N/A,#N/A,positive,72
16280,,indifferent,19-06-2020 00:24,#N/A,#N/A,neutral,20
16281,,hate,30-08-2020 15:07,#N/A,#N/A,negative,5
16282,,disgust,05-02-2021 05:16,#N/A,#N/A,negative,0
16283,,disgust,09-06-2021 15:17,#N/A,#N/A,negative,0
16284,,adore,08-01-2021 14:51,#N/A,#N/A,positive,72
16285,,disgust,16-02-2021 01:51,#N/A,#N/A,negative,0
16286,,dislike,28-05-2021 22:34,#N/A,#N/A,negative,10
16287,,heart,12-12-2020 21:02,#N/A,#N/A,positive,60
16289,,intrigued,13-11-2020 08:13,#N/A,#N/A,positive,45
16290,,peeking,29-09-2020 14:07,#N/A,#N/A,neutral,35
16292,,love,03-03-2021 20:09,#N/A,#N/A,positive,65
16293,,like,17-04-2021 13:43,#N/A,#N/A,positive,50
16294,,worried,26-05-2021 19:27,#N/A,#N/A,negative,12
16295,,like,06-11-2020 09:50,#N/A,#N/A,positive,50
16296,,dislike,16-01-2021 01:07,#N/A,#N/A,negative,10
16297,,love,25-08-2020 15:04,#N/A,#N/A,positive,65
16298,,worried,12-10-2020 22:52,#N/A,#N/A,negative,12
16299,,intrigued,13-10-2020 09:36,#N/A,#N/A,positive,45
16300,,indifferent,18-05-2021 06:05,#N/A,#N/A,neutral,20
16301,,hate,19-06-2020 14:07,#N/A,#N/A,negative,5
16302,,worried,16-03-2021 12:09,#N/A,#N/A,negative,12
16303,,want,22-08-2020 21:37,#N/A,#N/A,positive,70
16304,,cherish,01-08-2020 05:36,#N/A,#N/A,positive,70
16305,,scared,04-09-2020 00:08,#N/A,#N/A,negative,15
16306,,cherish,17-06-2021 22:37,#N/A,#N/A,positive,70
16307,,peeking,18-05-2021 01:41,#N/A,#N/A,neutral,35
16308,,scared,12-09-2020 14:30,#N/A,#N/A,negative,15
16309,,like,17-07-2020 17:08,#N/A,#N/A,positive,50
16310,,disgust,19-06-2020 19:15,#N/A,#N/A,negative,0
16311,,cherish,27-05-2021 07:02,#N/A,#N/A,positive,70
16312,,intrigued,24-07-2020 02:55,#N/A,#N/A,positive,45
16313,,love,30-04-2021 10:35,#N/A,#N/A,positive,65
16314,,interested,23-03-2021 19:44,#N/A,#N/A,positive,30
16315,,peeking,11-11-2020 07:15,#N/A,#N/A,neutral,35
16316,,like,12-12-2020 05:10,#N/A,#N/A,positive,50
16317,,indifferent,11-02-2021 10:35,#N/A,#N/A,neutral,20
16318,,super love,02-04-2021 04:53,#N/A,#N/A,positive,75
16319,,worried,25-07-2020 23:37,#N/A,#N/A,negative,12
16320,,cherish,12-04-2021 13:56,#N/A,#N/A,positive,70
16321,,dislike,25-06-2020 06:01,#N/A,#N/A,negative,10
16322,,disgust,27-01-2021 02:44,#N/A,#N/A,negative,0
16323,,disgust,12-04-2021 23:02,#N/A,#N/A,negative,0
16324,,peeking,14-03-2021 06:10,#N/A,#N/A,neutral,35
16325,,heart,14-02-2021 04:49,#N/A,#N/A,positive,60
16326,,disgust,20-02-2021 16:44,#N/A,#N/A,negative,0
16327,,heart,02-06-2021 19:45,#N/A,#N/A,positive,60
16328,,want,13-06-2021 07:56,#N/A,#N/A,positive,70
16329,,intrigued,22-10-2020 10:56,#N/A,#N/A,positive,45
16330,,worried,10-04-2021 15:40,#N/A,#N/A,negative,12
16331,,adore,22-10-2020 08:42,#N/A,#N/A,positive,72
16332,,peeking,21-08-2020 19:32,#N/A,#N/A,neutral,35
16333,,like,24-08-2020 07:48,#N/A,#N/A,positive,50
16335,,disgust,21-11-2020 13:34,#N/A,#N/A,negative,0
16336,,heart,11-04-2021 15:53,#N/A,#N/A,positive,60
16337,,adore,21-04-2021 11:29,#N/A,#N/A,positive,72
16338,,interested,13-02-2021 19:34,#N/A,#N/A,positive,30
16339,,love,14-03-2021 19:53,#N/A,#N/A,positive,65
16340,,want,24-05-2021 19:11,#N/A,#N/A,positive,70
16341,,interested,20-04-2021 20:51,#N/A,#N/A,positive,30
16342,,like,15-10-2020 09:18,#N/A,#N/A,positive,50
16343,,disgust,14-01-2021 06:43,#N/A,#N/A,negative,0
16344,,like,28-12-2020 12:18,#N/A,#N/A,positive,50
16345,,heart,17-12-2020 09:58,#N/A,#N/A,positive,60
16346,,peeking,16-08-2020 12:24,#N/A,#N/A,neutral,35
16347,,dislike,27-07-2020 02:37,#N/A,#N/A,negative,10
16348,,peeking,12-06-2021 05:22,#N/A,#N/A,neutral,35
16349,,cherish,13-08-2020 14:05,#N/A,#N/A,positive,70
16351,,worried,03-04-2021 21:13,#N/A,#N/A,negative,12
16352,,hate,06-05-2021 13:45,#N/A,#N/A,negative,5
16353,,scared,08-08-2020 19:37,#N/A,#N/A,negative,15
16354,,hate,24-01-2021 22:13,#N/A,#N/A,negative,5
16355,,intrigued,19-01-2021 12:01,#N/A,#N/A,positive,45
16356,,adore,05-07-2020 12:24,#N/A,#N/A,positive,72
16357,,heart,15-11-2020 12:31,#N/A,#N/A,positive,60
16358,,scared,22-01-2021 16:52,#N/A,#N/A,negative,15
16359,,intrigued,02-03-2021 19:05,#N/A,#N/A,positive,45
16360,,scared,01-04-2021 20:22,#N/A,#N/A,negative,15
16361,,disgust,13-06-2021 07:06,#N/A,#N/A,negative,0
16362,,adore,11-11-2020 10:01,#N/A,#N/A,positive,72
16363,,scared,26-02-2021 23:58,#N/A,#N/A,negative,15
16364,,heart,07-04-2021 05:09,#N/A,#N/A,positive,60
16366,,adore,15-05-2021 06:56,#N/A,#N/A,positive,72
16367,,super love,14-07-2020 19:32,#N/A,#N/A,positive,75
16368,,peeking,11-08-2020 17:00,#N/A,#N/A,neutral,35
16369,,dislike,16-06-2021 11:01,#N/A,#N/A,negative,10
16370,,disgust,01-09-2020 14:46,#N/A,#N/A,negative,0
16371,,adore,19-12-2020 21:09,#N/A,#N/A,positive,72
16372,,scared,12-04-2021 04:21,#N/A,#N/A,negative,15
16373,,love,02-03-2021 13:05,#N/A,#N/A,positive,65
16375,,hate,02-03-2021 08:41,#N/A,#N/A,negative,5
16376,,scared,10-01-2021 05:47,#N/A,#N/A,negative,15
16377,,intrigued,25-07-2020 05:34,#N/A,#N/A,positive,45
16378,,want,22-03-2021 09:06,#N/A,#N/A,positive,70
16379,,adore,12-04-2021 06:31,#N/A,#N/A,positive,72
16380,,indifferent,19-07-2020 09:42,#N/A,#N/A,neutral,20
16381,,disgust,04-08-2020 21:47,#N/A,#N/A,negative,0
16382,,intrigued,06-08-2020 03:48,#N/A,#N/A,positive,45
16383,,adore,22-08-2020 00:30,#N/A,#N/A,positive,72
16384,,indifferent,18-01-2021 03:33,#N/A,#N/A,neutral,20
16385,,adore,28-12-2020 04:50,#N/A,#N/A,positive,72
16386,,like,08-10-2020 23:31,#N/A,#N/A,positive,50
16387,,love,09-08-2020 17:52,#N/A,#N/A,positive,65
16388,,want,16-04-2021 16:28,#N/A,#N/A,positive,70
16389,,super love,20-04-2021 20:00,#N/A,#N/A,positive,75
16390,,scared,25-11-2020 22:19,#N/A,#N/A,negative,15
16391,,scared,08-04-2021 01:32,#N/A,#N/A,negative,15
16392,,cherish,19-10-2020 05:58,#N/A,#N/A,positive,70
16393,,super love,10-12-2020 13:05,#N/A,#N/A,positive,75
16394,,disgust,08-10-2020 07:35,#N/A,#N/A,negative,0
16395,,adore,06-09-2020 06:25,#N/A,#N/A,positive,72
16396,,hate,12-04-2021 06:58,#N/A,#N/A,negative,5
16397,,indifferent,26-12-2020 00:40,#N/A,#N/A,neutral,20
16398,,peeking,19-12-2020 08:22,#N/A,#N/A,neutral,35
16399,,peeking,25-01-2021 19:30,#N/A,#N/A,neutral,35
16400,,disgust,30-03-2021 01:41,#N/A,#N/A,negative,0
16401,,worried,08-03-2021 23:12,#N/A,#N/A,negative,12
16402,,disgust,04-04-2021 08:23,#N/A,#N/A,negative,0
16403,,like,18-12-2020 04:00,#N/A,#N/A,positive,50
16404,,intrigued,13-06-2021 18:15,#N/A,#N/A,positive,45
16405,,intrigued,27-06-2020 11:19,#N/A,#N/A,positive,45
16406,,like,01-07-2020 16:27,#N/A,#N/A,positive,50
16407,,interested,07-04-2021 01:26,#N/A,#N/A,positive,30
16408,,disgust,13-06-2021 04:04,#N/A,#N/A,negative,0
16409,,dislike,05-09-2020 14:44,#N/A,#N/A,negative,10
16410,,like,22-08-2020 21:15,#N/A,#N/A,positive,50
16411,,super love,01-01-2021 02:14,#N/A,#N/A,positive,75
16412,,hate,08-11-2020 01:42,#N/A,#N/A,negative,5
16413,,indifferent,24-12-2020 08:13,#N/A,#N/A,neutral,20
16414,,worried,28-01-2021 20:02,#N/A,#N/A,negative,12
16415,,indifferent,10-07-2020 12:55,#N/A,#N/A,neutral,20
16416,,love,24-02-2021 09:01,#N/A,#N/A,positive,65
16418,,interested,24-03-2021 13:14,#N/A,#N/A,positive,30
16419,,intrigued,29-12-2020 09:21,#N/A,#N/A,positive,45
16420,,heart,06-02-2021 05:25,#N/A,#N/A,positive,60
16421,,worried,16-07-2020 12:03,#N/A,#N/A,negative,12
16422,,interested,06-08-2020 18:05,#N/A,#N/A,positive,30
16423,,intrigued,14-09-2020 09:57,#N/A,#N/A,positive,45
16424,,adore,10-04-2021 10:48,#N/A,#N/A,positive,72
16425,,intrigued,07-06-2021 02:21,#N/A,#N/A,positive,45
16426,,super love,16-11-2020 16:19,#N/A,#N/A,positive,75
16428,,peeking,27-10-2020 12:39,#N/A,#N/A,neutral,35
16429,,intrigued,02-07-2020 14:33,#N/A,#N/A,positive,45
16430,,disgust,08-05-2021 02:36,#N/A,#N/A,negative,0
16431,,hate,29-09-2020 23:56,#N/A,#N/A,negative,5
16432,,scared,06-03-2021 03:30,#N/A,#N/A,negative,15
16433,,interested,26-08-2020 03:42,#N/A,#N/A,positive,30
16434,,adore,10-05-2021 10:58,#N/A,#N/A,positive,72
16435,,like,15-07-2020 08:09,#N/A,#N/A,positive,50
16436,,disgust,16-05-2021 07:56,#N/A,#N/A,negative,0
16437,,disgust,22-12-2020 11:43,#N/A,#N/A,negative,0
16438,,adore,07-08-2020 15:44,#N/A,#N/A,positive,72
16439,,indifferent,13-08-2020 03:00,#N/A,#N/A,neutral,20
16440,,hate,20-09-2020 05:36,#N/A,#N/A,negative,5
16441,,adore,09-11-2020 02:12,#N/A,#N/A,positive,72
16442,,want,05-01-2021 21:07,#N/A,#N/A,positive,70
16443,,love,02-08-2020 10:58,#N/A,#N/A,positive,65
16444,,super love,16-06-2021 00:14,#N/A,#N/A,positive,75
16445,,super love,28-06-2020 19:04,#N/A,#N/A,positive,75
16446,,want,01-12-2020 06:00,#N/A,#N/A,positive,70
16447,,hate,15-03-2021 11:44,#N/A,#N/A,negative,5
16448,,adore,22-12-2020 19:50,#N/A,#N/A,positive,72
16450,,heart,30-03-2021 20:21,#N/A,#N/A,positive,60
16451,,super love,16-11-2020 09:23,#N/A,#N/A,positive,75
16452,,cherish,20-03-2021 05:50,#N/A,#N/A,positive,70
16453,,dislike,16-11-2020 12:33,#N/A,#N/A,negative,10
16454,,peeking,06-03-2021 04:48,#N/A,#N/A,neutral,35
16455,,like,07-02-2021 22:58,#N/A,#N/A,positive,50
16456,,scared,12-02-2021 20:42,#N/A,#N/A,negative,15
16457,,dislike,06-12-2020 16:49,#N/A,#N/A,negative,10
16458,,scared,07-06-2021 11:05,#N/A,#N/A,negative,15
16459,,like,13-04-2021 00:47,#N/A,#N/A,positive,50
16460,,heart,06-02-2021 13:49,#N/A,#N/A,positive,60
16461,,hate,01-09-2020 11:49,#N/A,#N/A,negative,5
16463,,super love,13-10-2020 20:12,#N/A,#N/A,positive,75
16464,,like,12-11-2020 07:44,#N/A,#N/A,positive,50
16465,,indifferent,06-08-2020 14:07,#N/A,#N/A,neutral,20
16466,,cherish,26-12-2020 13:09,#N/A,#N/A,positive,70
16467,,worried,19-02-2021 10:19,#N/A,#N/A,negative,12
16468,,hate,26-06-2020 00:58,#N/A,#N/A,negative,5
16469,,love,17-04-2021 18:58,#N/A,#N/A,positive,65
16470,,interested,08-05-2021 15:15,#N/A,#N/A,positive,30
16471,,super love,13-05-2021 00:39,#N/A,#N/A,positive,75
16472,,scared,31-03-2021 06:00,#N/A,#N/A,negative,15
16473,,scared,21-09-2020 17:03,#N/A,#N/A,negative,15
16474,,disgust,20-01-2021 19:27,#N/A,#N/A,negative,0
16475,,worried,29-12-2020 04:20,#N/A,#N/A,negative,12
16476,,cherish,19-12-2020 04:52,#N/A,#N/A,positive,70
16477,,heart,25-08-2020 18:28,#N/A,#N/A,positive,60
16478,,peeking,30-05-2021 18:37,#N/A,#N/A,neutral,35
16479,,worried,15-08-2020 17:11,#N/A,#N/A,negative,12
16480,,heart,05-06-2021 21:50,#N/A,#N/A,positive,60
16481,,hate,24-06-2020 07:50,#N/A,#N/A,negative,5
16482,,adore,24-02-2021 01:34,#N/A,#N/A,positive,72
16483,,disgust,19-12-2020 14:34,#N/A,#N/A,negative,0
16484,,hate,02-07-2020 02:47,#N/A,#N/A,negative,5
16485,,want,29-01-2021 14:09,#N/A,#N/A,positive,70
16486,,super love,11-12-2020 07:27,#N/A,#N/A,positive,75
16487,,scared,10-12-2020 10:46,#N/A,#N/A,negative,15
16488,,worried,28-12-2020 13:19,#N/A,#N/A,negative,12
16489,,want,11-03-2021 06:46,#N/A,#N/A,positive,70
16491,,cherish,24-05-2021 07:36,#N/A,#N/A,positive,70
16492,,interested,23-09-2020 00:01,#N/A,#N/A,positive,30
16493,,hate,04-01-2021 04:23,#N/A,#N/A,negative,5
16494,,interested,30-12-2020 16:22,#N/A,#N/A,positive,30
16495,,indifferent,23-07-2020 22:05,#N/A,#N/A,neutral,20
16496,,disgust,13-01-2021 19:49,#N/A,#N/A,negative,0
16497,,super love,27-09-2020 14:28,#N/A,#N/A,positive,75
16498,,love,24-11-2020 01:34,#N/A,#N/A,positive,65
16499,,scared,11-02-2021 19:54,#N/A,#N/A,negative,15
16500,,love,29-06-2020 14:24,#N/A,#N/A,positive,65
16501,,like,14-10-2020 15:31,#N/A,#N/A,positive,50
16502,,heart,08-07-2020 14:02,#N/A,#N/A,positive,60
16503,,love,06-01-2021 01:46,#N/A,#N/A,positive,65
16504,,scared,07-06-2021 18:05,#N/A,#N/A,negative,15
16505,,worried,28-07-2020 02:44,#N/A,#N/A,negative,12
16506,,want,20-12-2020 12:30,#N/A,#N/A,positive,70
16507,,interested,21-01-2021 16:47,#N/A,#N/A,positive,30
16508,,heart,27-11-2020 22:50,#N/A,#N/A,positive,60
16509,,cherish,14-10-2020 02:26,#N/A,#N/A,positive,70
16510,,hate,29-11-2020 00:20,#N/A,#N/A,negative,5
16511,,scared,17-10-2020 20:50,#N/A,#N/A,negative,15
16512,,interested,11-02-2021 19:11,#N/A,#N/A,positive,30
16513,,worried,06-10-2020 10:53,#N/A,#N/A,negative,12
16514,,scared,16-07-2020 10:31,#N/A,#N/A,negative,15
16515,,want,05-05-2021 04:47,#N/A,#N/A,positive,70
16516,,heart,13-11-2020 11:13,#N/A,#N/A,positive,60
16517,,want,11-05-2021 22:04,#N/A,#N/A,positive,70
16518,,hate,27-02-2021 09:31,#N/A,#N/A,negative,5
16519,,indifferent,22-04-2021 06:45,#N/A,#N/A,neutral,20
16520,,super love,17-11-2020 06:19,#N/A,#N/A,positive,75
16521,,worried,02-06-2021 00:16,#N/A,#N/A,negative,12
16522,,adore,06-08-2020 04:47,#N/A,#N/A,positive,72
16523,,super love,10-05-2021 04:24,#N/A,#N/A,positive,75
16524,,scared,14-07-2020 09:44,#N/A,#N/A,negative,15
16525,,adore,01-10-2020 09:00,#N/A,#N/A,positive,72
16526,,heart,06-09-2020 02:30,#N/A,#N/A,positive,60
16527,,adore,12-12-2020 20:53,#N/A,#N/A,positive,72
16528,,dislike,01-05-2021 23:54,#N/A,#N/A,negative,10
16529,,adore,21-11-2020 00:30,#N/A,#N/A,positive,72
16530,,hate,28-11-2020 00:49,#N/A,#N/A,negative,5
16532,,dislike,09-11-2020 23:04,#N/A,#N/A,negative,10
16533,,intrigued,03-07-2020 11:48,#N/A,#N/A,positive,45
16534,,scared,13-04-2021 13:44,#N/A,#N/A,negative,15
16535,,cherish,13-01-2021 23:54,#N/A,#N/A,positive,70
16536,,scared,21-02-2021 06:56,#N/A,#N/A,negative,15
16537,,hate,04-09-2020 19:43,#N/A,#N/A,negative,5
16538,,indifferent,29-03-2021 16:35,#N/A,#N/A,neutral,20
16539,,interested,21-04-2021 01:20,#N/A,#N/A,positive,30
16540,,dislike,20-03-2021 22:14,#N/A,#N/A,negative,10
16541,,hate,20-02-2021 10:42,#N/A,#N/A,negative,5
16542,,worried,06-07-2020 09:31,#N/A,#N/A,negative,12
16543,,like,15-10-2020 17:46,#N/A,#N/A,positive,50
16544,,scared,10-05-2021 15:45,#N/A,#N/A,negative,15
16546,,adore,02-06-2021 16:52,#N/A,#N/A,positive,72
16547,,love,30-08-2020 23:44,#N/A,#N/A,positive,65
16548,,hate,15-08-2020 06:31,#N/A,#N/A,negative,5
16549,,scared,07-07-2020 08:46,#N/A,#N/A,negative,15
16550,,adore,28-10-2020 08:06,#N/A,#N/A,positive,72
16551,,like,05-11-2020 18:37,#N/A,#N/A,positive,50
16552,,love,18-06-2021 05:58,#N/A,#N/A,positive,65
16553,,indifferent,21-01-2021 07:37,#N/A,#N/A,neutral,20
16554,,scared,07-02-2021 03:22,#N/A,#N/A,negative,15
16555,,cherish,19-05-2021 06:59,#N/A,#N/A,positive,70
